epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,2058.8,0.50819,0.7611,0.40268,0.9004,0,0.91432,0.98425,0.9843,0.88439,0.91432,0.98425,0.9843,0.87696,0.46148,0.76868,0.45391,0.89947,0,0.00112625,0.00112625,0.00112625
12,2250.24,0.45548,0.72523,0.38315,0.88274,0,0.96812,0.97789,0.99333,0.92212,0.96812,0.97789,0.99333,0.90571,0.39079,0.65519,0.37305,0.88473,0,0.00111388,0.00111388,0.00111388
13,2440.09,0.43649,0.66337,0.37478,0.87206,0,0.92979,0.95708,0.97298,0.8617,0.92979,0.95708,0.97298,0.88318,0.48713,0.66139,0.48077,0.91324,0,0.0011015,0.0011015,0.0011015
14,2638.3,0.43672,0.62974,0.38167,0.87319,0,0.94011,0.94878,0.98232,0.90415,0.94011,0.94878,0.98232,0.87192,0.39579,0.72245,0.42195,0.88285,0,0.00108913,0.00108913,0.00108913
15,2826.22,0.40054,0.60604,0.34592,0.86083,0,0.96614,0.92823,0.98505,0.9061,0.96614,0.92823,0.98505,0.90138,0.39459,0.63258,0.40544,0.87747,0,0.00107675,0.00107675,0.00107675
16,3011.84,0.41288,0.57511,0.34059,0.85661,0,0.95284,0.97582,0.99061,0.91838,0.95284,0.97582,0.99061,0.90044,0.40103,0.62607,0.38471,0.88337,0,0.00106437,0.00106437,0.00106437
17,3201.55,0.41639,0.58149,0.32047,0.86026,0,0.98071,0.98335,0.99325,0.92776,0.98071,0.98335,0.99325,0.91819,0.39459,0.6473,0.36154,0.87045,0,0.001052,0.001052,0.001052
18,3394.55,0.41585,0.59624,0.32369,0.86893,0,0.92552,0.98275,0.98674,0.90447,0.92552,0.98275,0.98587,0.87288,0.41858,0.903,0.40449,0.8983,0,0.00103962,0.00103962,0.00103962
19,3590.53,0.39762,0.57298,0.31894,0.8516,0,0.98676,0.96355,0.99293,0.90906,0.98676,0.96355,0.99293,0.91615,0.41395,0.6217,0.35519,0.88561,0,0.00102725,0.00102725,0.00102725
20,3779.26,0.40359,0.66829,0.31546,0.87719,0,0.98897,0.99015,0.99432,0.92061,0.97994,0.98261,0.99346,0.9015,0.39553,0.70749,0.33601,0.88295,0,0.00101488,0.00101488,0.00101488
21,3960.64,0.38097,0.53386,0.29647,0.85388,0,0.99321,0.99375,0.99465,0.92991,0.99321,0.99375,0.99465,0.92349,0.36412,0.59483,0.29,0.86904,0,0.0010025,0.0010025,0.0010025
22,4148.82,0.36286,0.48216,0.28502,0.84198,0,0.99024,0.99124,0.995,0.92881,0.99024,0.99124,0.995,0.92984,0.37691,0.55389,0.29962,0.86703,0,0.000990125,0.000990125,0.000990125
23,4340.51,0.36618,0.46477,0.27458,0.84466,0,0.98613,0.99376,0.99488,0.92854,0.98613,0.99376,0.99488,0.92709,0.37258,0.50974,0.28911,0.87464,0,0.00097775,0.00097775,0.00097775
24,4537.36,0.36824,0.46921,0.27328,0.84487,0,0.99242,1,0.995,0.94205,0.99242,1,0.995,0.93125,0.34586,0.52537,0.26654,0.87295,0,0.000965375,0.000965375,0.000965375
25,4728.49,0.32787,0.44186,0.25567,0.82618,0,0.99661,1,0.995,0.93789,0.99661,1,0.995,0.93655,0.33615,0.49654,0.25616,0.86589,0,0.000953,0.000953,0.000953
26,4916.24,0.32686,0.41496,0.254,0.83589,0,0.99489,1,0.995,0.94188,0.98877,0.99375,0.98981,0.93233,0.35591,0.50552,0.26622,0.86863,0,0.000940625,0.000940625,0.000940625
27,5094.77,0.31938,0.42271,0.24715,0.8222,0,0.98313,1,0.99457,0.94508,0.98313,1,0.99457,0.938,0.34983,0.48683,0.26181,0.86134,0,0.00092825,0.00092825,0.00092825
28,5289.97,0.31443,0.39185,0.2448,0.82457,0,0.99185,1,0.99488,0.94677,0.99185,1,0.99488,0.92685,0.33794,0.53636,0.26487,0.87211,0,0.000915875,0.000915875,0.000915875
29,5479.3,0.31367,0.39593,0.25156,0.82759,0,0.99427,0.99781,0.995,0.94953,0.99427,0.99781,0.995,0.93843,0.32609,0.47486,0.24846,0.85756,0,0.0009035,0.0009035,0.0009035
30,5668.29,0.30221,0.39044,0.2446,0.82542,0,0.99734,1,0.995,0.95125,0.99734,1,0.995,0.93566,0.32423,0.47147,0.24611,0.86256,0,0.000891125,0.000891125,0.000891125
31,5857.93,0.30552,0.37303,0.23401,0.83096,0,0.9968,1,0.995,0.94588,0.9968,1,0.995,0.93552,0.33041,0.4596,0.25508,0.8606,0,0.00087875,0.00087875,0.00087875
32,6043.04,0.29785,0.36328,0.23064,0.81791,0,0.98785,0.99688,0.995,0.9428,0.98785,0.99688,0.995,0.93813,0.32723,0.46328,0.24621,0.85963,0,0.000866375,0.000866375,0.000866375
33,6237.24,0.29468,0.34844,0.22846,0.81873,0,0.99355,0.99969,0.995,0.94687,0.99355,0.99969,0.995,0.94236,0.32947,0.45211,0.24233,0.86203,0,0.000854,0.000854,0.000854
34,6431.16,0.29093,0.331,0.22537,0.80816,0,0.99152,0.99461,0.99488,0.95064,0.99152,0.99461,0.99488,0.94611,0.31671,0.45382,0.23888,0.86655,0,0.000841625,0.000841625,0.000841625
35,6610.21,0.29779,0.33934,0.22162,0.81524,0,0.9919,1,0.995,0.94692,0.9919,1,0.995,0.94505,0.31795,0.44894,0.24198,0.85756,0,0.00082925,0.00082925,0.00082925
36,6806.2,0.2728,0.35278,0.22132,0.81449,0,0.98931,1,0.99488,0.95174,0.98931,1,0.99488,0.93732,0.30235,0.51207,0.22465,0.862,0,0.000816875,0.000816875,0.000816875
37,6998.01,0.26915,0.36169,0.21186,0.81635,0,0.99081,0.99433,0.995,0.95094,0.99081,0.99433,0.995,0.94001,0.30385,0.53366,0.22378,0.86437,0,0.0008045,0.0008045,0.0008045
38,7185.44,0.301,0.42097,0.21912,0.83499,0,0.9845,0.998,0.9947,0.93646,0.9845,0.998,0.99457,0.939,0.31692,0.4634,0.23702,0.86539,0,0.000792125,0.000792125,0.000792125
39,7377.76,0.28632,0.35342,0.21249,0.81983,0,0.9981,0.99975,0.995,0.95057,0.9981,0.99975,0.995,0.94227,0.30083,0.43546,0.23121,0.85502,0,0.00077975,0.00077975,0.00077975
40,7570.51,0.27887,0.34152,0.21425,0.8041,0,0.99486,0.99375,0.99488,0.95265,0.99486,0.99375,0.99488,0.94653,0.30643,0.42931,0.22635,0.85176,0,0.000767375,0.000767375,0.000767375
41,7758.55,0.27085,0.31836,0.20703,0.80788,0,0.99693,1,0.995,0.94724,0.99693,1,0.995,0.94167,0.30881,0.42265,0.22015,0.85168,0,0.000755,0.000755,0.000755
42,7946.74,0.25592,0.30724,0.19732,0.80653,0,0.99275,1,0.995,0.95807,0.99275,1,0.995,0.94896,0.28921,0.42694,0.21096,0.84822,0,0.000742625,0.000742625,0.000742625
43,8134.02,0.25185,0.30503,0.1936,0.80295,0,0.9923,0.99547,0.99488,0.95342,0.9923,0.99547,0.99488,0.94124,0.29876,0.48625,0.21457,0.8617,0,0.00073025,0.00073025,0.00073025
44,8320.62,0.25371,0.2869,0.19855,0.80045,0,0.99712,1,0.995,0.9539,0.99712,1,0.995,0.94317,0.27511,0.4451,0.20702,0.8552,0,0.000717875,0.000717875,0.000717875
45,8512.1,0.24446,0.28852,0.19153,0.79448,0,0.99825,0.99691,0.995,0.95126,0.99825,0.99691,0.995,0.94749,0.28308,0.42755,0.21186,0.85213,0,0.0007055,0.0007055,0.0007055
46,8697.72,0.25376,0.28993,0.19141,0.79985,0,0.99465,1,0.995,0.94806,0.99465,1,0.995,0.93714,0.30182,0.45464,0.21647,0.85646,0,0.000693125,0.000693125,0.000693125
47,8886.73,0.25809,0.30649,0.19368,0.8084,0,0.99488,1,0.995,0.94595,0.99488,1,0.995,0.94121,0.29541,0.47417,0.20764,0.86664,0,0.00068075,0.00068075,0.00068075
48,9080.15,0.23701,0.28862,0.18587,0.79477,0,0.99596,1,0.995,0.95522,0.99596,1,0.995,0.94691,0.27261,0.42232,0.2029,0.8506,0,0.000668375,0.000668375,0.000668375
49,9268.95,0.22519,0.28906,0.17875,0.79834,0,0.99642,1,0.995,0.9538,0.99642,1,0.995,0.94486,0.27522,0.43252,0.20562,0.85163,0,0.000656,0.000656,0.000656
50,9459.25,0.22614,0.27615,0.18162,0.80299,0,0.99219,1,0.995,0.95265,0.99219,1,0.995,0.94804,0.27811,0.421,0.20664,0.85494,0,0.000643625,0.000643625,0.000643625
51,9647.71,0.2365,0.26868,0.1825,0.79972,0,0.99234,1,0.995,0.95606,0.99234,1,0.995,0.95047,0.278,0.412,0.20628,0.84926,0,0.00063125,0.00063125,0.00063125
52,9832.69,0.22304,0.25861,0.17947,0.78964,0,0.99714,1,0.995,0.95355,0.99714,1,0.995,0.94606,0.26868,0.42731,0.19679,0.85577,0,0.000618875,0.000618875,0.000618875
53,10030.5,0.21579,0.24509,0.17998,0.79808,0,0.99225,1,0.995,0.95381,0.99225,1,0.995,0.94308,0.25422,0.4485,0.19493,0.84933,0,0.0006065,0.0006065,0.0006065
54,10218,0.20835,0.25064,0.17336,0.79253,0,0.99536,1,0.995,0.95467,0.99536,1,0.995,0.94547,0.26992,0.4407,0.19135,0.85237,0,0.000594125,0.000594125,0.000594125
55,10407.3,0.217,0.25966,0.17438,0.79878,0,0.99213,1,0.995,0.9536,0.99213,1,0.995,0.94623,0.27594,0.44486,0.19635,0.85544,0,0.00058175,0.00058175,0.00058175
56,10598.2,0.20334,0.24751,0.17086,0.78323,0,0.99741,1,0.995,0.9465,0.99741,1,0.995,0.9432,0.26432,0.44682,0.19273,0.85952,0,0.000569375,0.000569375,0.000569375
57,10791.2,0.20572,0.23177,0.16936,0.79162,0,0.99301,1,0.995,0.9497,0.99301,1,0.995,0.94352,0.26828,0.43582,0.19452,0.85431,0,0.000557,0.000557,0.000557
58,10982.9,0.20492,0.2384,0.16712,0.79173,0,0.99566,1,0.995,0.95106,0.99566,1,0.995,0.94459,0.26064,0.43101,0.19643,0.85255,0,0.000544625,0.000544625,0.000544625
59,11162.1,0.20923,0.22686,0.16667,0.79462,0,0.99546,1,0.995,0.94988,0.99546,1,0.995,0.94653,0.26914,0.43707,0.19593,0.85041,0,0.00053225,0.00053225,0.00053225
60,11349.7,0.19541,0.2279,0.16064,0.79176,0,0.99157,0.99957,0.995,0.95653,0.99157,0.99957,0.995,0.94917,0.25665,0.43208,0.18381,0.84777,0,0.000519875,0.000519875,0.000519875
61,11543,0.19972,0.23445,0.16163,0.79886,0,0.99075,1,0.99457,0.95653,0.99075,1,0.99457,0.94194,0.26414,0.47903,0.18132,0.86023,0,0.0005075,0.0005075,0.0005075
62,11732.4,0.19752,0.23185,0.16439,0.78943,0,0.99161,0.99638,0.995,0.95334,0.99161,0.99638,0.995,0.9472,0.26624,0.46717,0.18918,0.85053,0,0.000495125,0.000495125,0.000495125
63,11925.2,0.19506,0.23505,0.16072,0.77502,0,0.99178,0.99563,0.995,0.95349,0.99178,0.99563,0.995,0.94686,0.26219,0.46194,0.18951,0.85426,0,0.00048275,0.00048275,0.00048275
64,12116.1,0.18774,0.22552,0.15247,0.78126,0,0.98753,0.9938,0.995,0.95685,0.98753,0.9938,0.995,0.94799,0.25149,0.43446,0.19366,0.84784,0,0.000470375,0.000470375,0.000470375
65,12305.8,0.18416,0.22567,0.15397,0.79533,0,0.98523,0.97687,0.99396,0.95191,0.98523,0.97687,0.99396,0.94538,0.25939,0.42919,0.21817,0.85447,0,0.000458,0.000458,0.000458
66,12490.5,0.18291,0.21723,0.15568,0.78916,0,0.98129,0.97582,0.99366,0.9532,0.98129,0.97582,0.99366,0.94526,0.26225,0.42734,0.22964,0.85248,0,0.000445625,0.000445625,0.000445625
67,12680.8,0.18632,0.21666,0.15343,0.7928,0,0.97103,0.97561,0.99158,0.94908,0.97103,0.97561,0.99158,0.94096,0.27366,0.43712,0.24514,0.864,0,0.00043325,0.00043325,0.00043325
68,12867.3,0.18263,0.20292,0.15436,0.7872,0,0.98655,0.98701,0.995,0.95425,0.98655,0.98701,0.995,0.94452,0.26225,0.45131,0.20513,0.86077,0,0.000420875,0.000420875,0.000420875
69,13056,0.17778,0.20013,0.14924,0.78833,0,0.99391,1,0.995,0.95356,0.99391,1,0.995,0.94717,0.26263,0.45943,0.18758,0.8596,0,0.0004085,0.0004085,0.0004085
70,13243.9,0.182,0.20474,0.15086,0.77992,0,0.9967,1,0.995,0.95251,0.9967,1,0.995,0.94629,0.24945,0.47746,0.18394,0.85577,0,0.000396125,0.000396125,0.000396125
71,13429.9,0.17281,0.20084,0.14729,0.77941,0,0.99547,1,0.995,0.9512,0.99547,1,0.995,0.9459,0.2404,0.49492,0.17253,0.85182,0,0.00038375,0.00038375,0.00038375
72,13616.8,0.16729,0.19926,0.1448,0.78544,0,0.99218,1,0.995,0.9547,0.99218,1,0.995,0.94571,0.25105,0.48442,0.17438,0.85483,0,0.000371375,0.000371375,0.000371375
