epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
39,8311.12,0.33744,0.36957,0.93772,0.79137,0,0.99656,1,0.995,0.9306,0.99656,1,0.995,0.93961,0.3653,0.47392,0.96521,0.81229,0,0.00077975,0.00077975,0.00077975
40,8507.8,0.33211,0.3775,0.92631,0.78191,0,0.9976,1,0.995,0.94719,0.98593,0.98834,0.99376,0.93202,0.33502,0.50252,0.95587,0.81148,0,0.000767375,0.000767375,0.000767375
41,8717.4,0.33707,0.40268,0.92103,0.79303,0,0.9971,1,0.995,0.94576,0.9971,1,0.995,0.93945,0.34073,0.45313,0.91553,0.81277,0,0.000755,0.000755,0.000755
42,8918.19,0.33082,0.38003,0.89525,0.78686,0,0.9979,1,0.995,0.9476,0.9979,1,0.995,0.93774,0.32822,0.45458,0.86977,0.81046,0,0.000742625,0.000742625,0.000742625
43,9116.83,0.3282,0.36174,0.89758,0.792,0,0.99283,1,0.995,0.95322,0.99283,1,0.995,0.93945,0.32101,0.45428,0.87906,0.80744,0,0.00073025,0.00073025,0.00073025
44,9308.93,0.31408,0.34854,0.87719,0.77692,0,0.99193,1,0.995,0.9524,0.99193,1,0.995,0.94302,0.32143,0.42808,0.86865,0.80936,0,0.000717875,0.000717875,0.000717875
45,9504.25,0.29413,0.33749,0.83409,0.78215,0,0.99214,1,0.995,0.9529,0.99214,1,0.995,0.94364,0.31427,0.42065,0.87993,0.80891,0,0.0007055,0.0007055,0.0007055
46,9702.2,0.2974,0.33394,0.85728,0.7758,0,0.99733,1,0.995,0.95689,0.99733,1,0.995,0.94903,0.30922,0.41896,0.84464,0.80738,0,0.000693125,0.000693125,0.000693125
47,9904.63,0.28756,0.32237,0.81728,0.78426,0,0.99706,1,0.995,0.95358,0.99706,1,0.995,0.94735,0.31197,0.44026,0.8237,0.8066,0,0.00068075,0.00068075,0.00068075
48,10103,0.28637,0.31608,0.81669,0.77809,0,0.99697,1,0.995,0.94705,0.99697,1,0.995,0.94092,0.32953,0.45714,0.84387,0.80897,0,0.000668375,0.000668375,0.000668375
49,10301.2,0.29575,0.30745,0.83426,0.78243,0,0.99085,1,0.995,0.9415,0.98577,0.99487,0.99476,0.94069,0.34168,0.47593,0.85981,0.8109,0,0.000656,0.000656,0.000656
50,10494.6,0.30459,0.30136,0.84742,0.78462,0,0.9969,1,0.995,0.94527,0.9969,1,0.995,0.94884,0.32578,0.41457,0.85099,0.80836,0,0.000643625,0.000643625,0.000643625
51,10686.3,0.30217,0.32589,0.83633,0.79271,0,0.99683,1,0.995,0.95703,0.99683,1,0.995,0.94865,0.31272,0.43257,0.82691,0.80749,0,0.00063125,0.00063125,0.00063125
52,10888.2,0.29486,0.30204,0.82918,0.78066,0,0.9941,0.99631,0.995,0.93495,0.9812,0.98393,0.9887,0.92368,0.35428,0.55808,0.89989,0.823,0,0.000618875,0.000618875,0.000618875
53,11082.1,0.30309,0.30512,0.84344,0.79046,0,0.99188,1,0.995,0.95046,0.99188,1,0.995,0.94386,0.3219,0.44277,0.85842,0.80637,0,0.0006065,0.0006065,0.0006065
54,11272.5,0.29509,0.2955,0.81075,0.78249,0,0.99198,1,0.995,0.95419,0.99198,1,0.995,0.9357,0.30839,0.48197,0.80281,0.80963,0,0.000594125,0.000594125,0.000594125
55,11464.3,0.28455,0.30009,0.81638,0.78339,0,0.99218,1,0.995,0.95338,0.99218,1,0.995,0.9443,0.3122,0.41851,0.83725,0.80664,0,0.00058175,0.00058175,0.00058175
56,11650.5,0.27856,0.28934,0.80071,0.77616,0,0.99717,1,0.995,0.95172,0.99093,0.99375,0.99465,0.94034,0.31439,0.45405,0.80367,0.81147,0,0.000569375,0.000569375,0.000569375
57,11836.8,0.27797,0.28062,0.79014,0.78439,0,0.99245,1,0.995,0.94885,0.98636,0.99375,0.98981,0.93104,0.31433,0.51649,0.84594,0.81365,0,0.000557,0.000557,0.000557
58,12023.8,0.28409,0.28761,0.78144,0.78026,0,0.99751,1,0.995,0.96457,0.99751,1,0.995,0.94728,0.30064,0.43531,0.79392,0.80495,0,0.000544625,0.000544625,0.000544625
59,12213.1,0.26695,0.27645,0.78849,0.77477,0,0.99233,1,0.995,0.95604,0.99233,1,0.995,0.94989,0.30676,0.43425,0.83135,0.80572,0,0.00053225,0.00053225,0.00053225
60,12408.3,0.26742,0.27343,0.7574,0.7788,0,0.99252,1,0.995,0.95225,0.99252,1,0.995,0.94627,0.3047,0.44338,0.79573,0.80476,0,0.000519875,0.000519875,0.000519875
61,12615.3,0.26909,0.26907,0.76041,0.78101,0,0.99372,1,0.995,0.95527,0.99372,1,0.995,0.95119,0.3017,0.41458,0.7899,0.80587,0,0.0005075,0.0005075,0.0005075
62,12807.7,0.25351,0.26344,0.74931,0.77556,0,0.99804,1,0.995,0.9574,0.99804,1,0.995,0.943,0.29071,0.46743,0.75481,0.8054,0,0.000495125,0.000495125,0.000495125
63,12985.6,0.25279,0.27424,0.7435,0.76753,0,0.99796,1,0.995,0.95821,0.99796,1,0.995,0.94937,0.28358,0.417,0.76648,0.80162,0,0.00048275,0.00048275,0.00048275
64,13176.5,0.24679,0.2523,0.72392,0.77508,0,0.99838,1,0.995,0.95897,0.99838,1,0.995,0.94772,0.27673,0.41046,0.73835,0.80208,0,0.000470375,0.000470375,0.000470375
65,13367.4,0.24521,0.24143,0.71847,0.78365,0,0.99814,1,0.995,0.96248,0.99814,1,0.995,0.95269,0.27312,0.38167,0.75621,0.80024,0,0.000458,0.000458,0.000458
66,13573.3,0.23793,0.23683,0.70785,0.771,0,0.99653,1,0.995,0.95431,0.99653,1,0.995,0.94781,0.28834,0.41556,0.73278,0.80636,0,0.000445625,0.000445625,0.000445625
67,13760.9,0.24253,0.23428,0.71391,0.78116,0,0.99164,1,0.995,0.95178,0.99164,1,0.995,0.95035,0.28477,0.40738,0.72843,0.80403,0,0.00043325,0.00043325,0.00043325
68,13948.6,0.23569,0.23569,0.71452,0.77583,0,0.99135,1,0.995,0.95903,0.99135,1,0.995,0.94671,0.28063,0.43283,0.7417,0.80075,0,0.000420875,0.000420875,0.000420875
69,14139.7,0.2388,0.23414,0.70361,0.7809,0,0.99162,1,0.995,0.96054,0.99162,1,0.995,0.94873,0.27174,0.4214,0.72752,0.79978,0,0.0004085,0.0004085,0.0004085
70,14323.7,0.23651,0.23499,0.70837,0.77209,0,0.992,1,0.995,0.96163,0.992,1,0.995,0.95057,0.25753,0.42454,0.70584,0.79809,0,0.000396125,0.000396125,0.000396125
71,14507.1,0.23106,0.22425,0.67218,0.7714,0,0.99245,1,0.995,0.95729,0.99245,1,0.995,0.9472,0.27029,0.43974,0.71041,0.80084,0,0.00038375,0.00038375,0.00038375
72,14702.4,0.22174,0.22047,0.66272,0.76749,0,0.99239,1,0.995,0.96221,0.99239,1,0.995,0.94876,0.25452,0.42857,0.68972,0.79798,0,0.000371375,0.000371375,0.000371375
73,14894.2,0.21704,0.22926,0.66248,0.7705,0,0.99204,1,0.995,0.96075,0.99204,1,0.995,0.95033,0.26232,0.47167,0.68674,0.80067,0,0.000359,0.000359,0.000359
74,15074.2,0.20791,0.21737,0.63976,0.76332,0,0.99197,1,0.995,0.96168,0.99197,1,0.995,0.94914,0.25735,0.44157,0.67918,0.79982,0,0.000346625,0.000346625,0.000346625
75,15263,0.21466,0.21981,0.63937,0.76566,0,0.99333,1,0.995,0.96245,0.99333,1,0.995,0.9491,0.25097,0.43825,0.66567,0.79904,0,0.00033425,0.00033425,0.00033425
76,15457.2,0.20132,0.21059,0.62189,0.77299,0,0.99255,1,0.995,0.96272,0.99255,1,0.995,0.95104,0.25303,0.42411,0.66228,0.79805,0,0.000321875,0.000321875,0.000321875
77,15634.5,0.21182,0.21232,0.62543,0.77106,0,0.99146,1,0.995,0.96352,0.99146,1,0.995,0.95134,0.25657,0.43281,0.66245,0.80039,0,0.0003095,0.0003095,0.0003095
78,15818.1,0.20531,0.2094,0.61838,0.76344,0,0.99158,1,0.995,0.96257,0.99158,1,0.995,0.94745,0.25561,0.45895,0.6662,0.80006,0,0.000297125,0.000297125,0.000297125
79,16003,0.20421,0.20428,0.61902,0.77468,0,0.9916,1,0.995,0.96315,0.9916,1,0.995,0.95038,0.2549,0.47576,0.65665,0.7999,0,0.00028475,0.00028475,0.00028475
80,16187.2,0.1931,0.20365,0.59685,0.77071,0,0.9916,1,0.995,0.96391,0.9916,1,0.995,0.94918,0.24291,0.44937,0.65841,0.79787,0,0.000272375,0.000272375,0.000272375
81,16387.9,0.19638,0.20433,0.60616,0.77204,0,0.99685,1,0.995,0.96523,0.99685,1,0.995,0.95329,0.24692,0.43426,0.64561,0.79803,0,0.00026,0.00026,0.00026
82,16600,0.18942,0.20444,0.58906,0.768,0,0.99818,1,0.995,0.96378,0.99818,1,0.995,0.95122,0.24694,0.42921,0.64649,0.79762,0,0.000247625,0.000247625,0.000247625
83,16835,0.18831,0.19117,0.59084,0.76686,0,0.99792,1,0.995,0.96731,0.99792,1,0.995,0.95061,0.23639,0.43001,0.62793,0.79622,0,0.00023525,0.00023525,0.00023525
84,17030.7,0.18168,0.19777,0.5743,0.76138,0,0.99735,1,0.995,0.96242,0.99735,1,0.995,0.94836,0.24207,0.4651,0.6354,0.79838,0,0.000222875,0.000222875,0.000222875
85,17227.6,0.18691,0.19656,0.58237,0.77714,0,0.99167,1,0.995,0.96294,0.99167,1,0.995,0.95187,0.23606,0.44139,0.61221,0.79667,0,0.0002105,0.0002105,0.0002105
86,17410.5,0.18777,0.19026,0.56884,0.76917,0,0.99795,1,0.995,0.96325,0.99795,1,0.995,0.94862,0.23874,0.45617,0.59722,0.79685,0,0.000198125,0.000198125,0.000198125
87,17610.2,0.17836,0.1928,0.56087,0.76748,0,0.99799,1,0.995,0.96602,0.99799,1,0.995,0.95131,0.22945,0.43692,0.59087,0.79448,0,0.00018575,0.00018575,0.00018575
88,17796.9,0.18093,0.19635,0.55576,0.77127,0,0.99159,1,0.995,0.96684,0.99159,1,0.995,0.95321,0.22639,0.44166,0.58906,0.79451,0,0.000173375,0.000173375,0.000173375
89,17976.5,0.17734,0.1805,0.54523,0.77698,0,0.99114,1,0.995,0.96573,0.99114,1,0.995,0.95269,0.22652,0.4382,0.59083,0.79565,0,0.000161,0.000161,0.000161
90,18158.5,0.17146,0.18177,0.54261,0.7612,0,0.99117,1,0.995,0.96576,0.99117,1,0.995,0.95164,0.22597,0.44586,0.57995,0.79602,0,0.000148625,0.000148625,0.000148625
91,18351.7,0.16134,0.17968,0.5217,0.76435,0,0.99134,1,0.995,0.96525,0.99134,1,0.995,0.95061,0.22424,0.46612,0.57629,0.7952,0,0.00013625,0.00013625,0.00013625
92,18546,0.15998,0.17698,0.51747,0.77832,0,0.99199,1,0.995,0.96463,0.99199,1,0.995,0.9521,0.21601,0.44062,0.56094,0.7948,0,0.000123875,0.000123875,0.000123875
93,18741.5,0.15704,0.17841,0.51448,0.7667,0,0.99197,1,0.995,0.96318,0.99197,1,0.995,0.95261,0.21862,0.44864,0.56655,0.79552,0,0.0001115,0.0001115,0.0001115
94,18931.4,0.1591,0.17709,0.51708,0.76057,0,0.992,1,0.995,0.96688,0.992,1,0.995,0.95385,0.21577,0.44716,0.57464,0.79517,0,9.9125e-05,9.9125e-05,9.9125e-05
95,19108.6,0.15764,0.17366,0.51356,0.76733,0,0.99141,1,0.995,0.96735,0.99141,1,0.995,0.95249,0.21487,0.45377,0.57288,0.79489,0,8.675e-05,8.675e-05,8.675e-05
96,19296,0.15391,0.1695,0.5044,0.76009,0,0.99148,1,0.995,0.96749,0.99148,1,0.995,0.95441,0.21215,0.46565,0.55389,0.79462,0,7.4375e-05,7.4375e-05,7.4375e-05
97,19480.3,0.14758,0.16924,0.49035,0.76519,0,0.99153,1,0.995,0.96731,0.99153,1,0.995,0.95667,0.21123,0.46048,0.55046,0.7944,0,6.2e-05,6.2e-05,6.2e-05
98,19665.5,0.14582,0.1696,0.48333,0.7587,0,0.99146,1,0.995,0.96827,0.99146,1,0.995,0.95457,0.20847,0.45899,0.53682,0.79405,0,4.9625e-05,4.9625e-05,4.9625e-05
99,19851.2,0.14603,0.16639,0.48006,0.75484,0,0.99176,1,0.995,0.96682,0.99176,1,0.995,0.95474,0.21022,0.46483,0.5409,0.79438,0,3.725e-05,3.725e-05,3.725e-05
100,20065.3,0.14436,0.16285,0.4777,0.75961,0,0.99567,1,0.995,0.96774,0.99567,1,0.995,0.95555,0.20555,0.46461,0.53089,0.79394,0,2.4875e-05,2.4875e-05,2.4875e-05
